nsubj,correct_root,wrong_root,original_sentence,masked_sentence,bert_large_uncase,bert_base_uncase,SL,SVD,All_NN_BEF,NV_BEF,SL_BEF,Attractor,NEAR_NVD,Attractor%,number
schools,include,includes,"other schools in the area include samuel scheck hillel community day school , dade christian school , palmer trinity school , and westminster christian school .","other schools in the area [MASK] samuel scheck hillel community day school , dade christian school , palmer trinity school , and westminster christian school .",include,include,26,4,1,0,5,1,1,,pl
changes,include,includes,some changes in version 2 include improvements to gdm and bug fixes .,some changes in version 2 [MASK] improvements to gdm and bug fixes .,include,include,13,4,1,0,5,1,2,,pl
people,present,presents,"as a lot of people are talking about how disputed images should be sent to ifd rather than admins doing the obvious thing , i present this image .","as a lot of people are talking about how disputed images should be sent to ifd rather than admins doing the obvious thing , i [MASK] this image .",present,present,29,21,4,5,25,2,3,,pl
portions,remain,remains,"since then the japan portion of the trip has been removed and replaced with additional cities in china including xi'an and hong kong , while many other portions of the trip in beijing , tibet , and shanghai remain the same .","since then the japan portion of the trip has been removed and replaced with additional cities in china including xi'an and hong kong , while many other portions of the trip in beijing , tibet , and shanghai [MASK] the same .",remain,remains,42,11,4,3,38,3,31,,pl
types,include,includes,"typical types of change include neutralization ( mixing an acid with a base , resulting in water and salt ) , oxidisation including combustion , redox reactions etc .","typical types of change [MASK] neutralization ( mixing an acid with a base , resulting in water and salt ) , oxidisation including combustion , redox reactions etc .",include,include,29,3,1,0,4,1,1,,pl
specifications,remain,remains,"specifications for this unit remain exactly the same as the original game boy , including the monochromatic screen .","specifications for this unit [MASK] exactly the same as the original game boy , including the monochromatic screen .",remain,remain,19,4,1,0,4,1,1,,pl
treatises,have,has,"two short grammatical treatises , extant under the name of asper , and of very little value , have nothing to do with the commentator , but belong to a much later date ; the time of priscian ( 6th century ) .","two short grammatical treatises , extant under the name of asper , and of very little value , [MASK] nothing to do with the commentator , but belong to a much later date ; the time of priscian ( 6th century ) .",have,have,43,15,3,0,18,3,2,,pl
games,include,includes,games at the casino include blackjack and five-card draw poker .,games at the casino [MASK] blackjack and five-card draw poker .,include,include,11,4,1,0,4,1,1,,pl
teachers,have,has,"esposito and swain found that these teachers that engage in social justice through their teaching have to ensure that their students not only thrive academically , but also socially , which can create a burden on educators ( esposito , j .","esposito and swain found that these teachers that engage in social justice through their teaching [MASK] to ensure that their students not only thrive academically , but also socially , which can create a burden on educators ( esposito , j .",has,have,42,9,2,2,15,2,1,,pl
styles,include,includes,"architectural styles in the neighborhood include queen anne , dutch colonial , arts and crafts , and colonial revival .","architectural styles in the neighborhood [MASK] queen anne , dutch colonial , arts and crafts , and colonial revival .",include,include,20,4,1,0,5,1,1,,pl
ruins,stand,stands,"the ruins of candleston , which had been part of a medieval settlement , stand on the merthyr mawr sand dunes , on the edge of the merthyr mawr warren .","the ruins of candleston , which had been part of a medieval settlement , [MASK] on the merthyr mawr sand dunes , on the edge of the merthyr mawr warren .",stands,stand,31,13,3,0,14,3,2,,pl
types,appear,appears,all types of gladius appear to have also been suitable for cutting and chopping motions as well as for thrusting .,all types of gladius [MASK] to have also been suitable for cutting and chopping motions as well as for thrusting .,appear,appears,21,3,1,0,4,1,1,,pl
animals,have,has,he notes that animals of the same class often have extremely similar embryos .,he notes that animals of the same class often [MASK] extremely similar embryos .,have,have,14,6,1,1,9,1,2,,pl
versions,have,has,these extraplanar versions of the standard ghoul have fiendish characteristics that make them far more formidable than their cousins .,these extraplanar versions of the standard ghoul [MASK] fiendish characteristics that make them far more formidable than their cousins .,has,have,20,5,1,0,7,1,1,,pl
surfaces,include,includes,"common surfaces in molecular visualization include solvent-accessible ( lee-richards '' ) surfaces , solvent-excluded ( connolly '' ) surfaces , and isosurfaces .","common surfaces in molecular visualization [MASK] solvent-accessible ( lee-richards '' ) surfaces , solvent-excluded ( connolly '' ) surfaces , and isosurfaces .",include,include,23,4,1,0,5,1,1,,pl
critics,argue,argues,critics of this argument generally argue that there are morally relevant disanalogies between abortion and the kidney failure scenario .,critics of this argument generally [MASK] that there are morally relevant disanalogies between abortion and the kidney failure scenario .,argue,argue,20,5,1,0,5,1,2,,pl
circumstances,remain,remains,"the exact circumstances surrounding lin 's death remain unclear , due to a lack of surviving evidence .","the exact circumstances surrounding lin 's death [MASK] unclear , due to a lack of surviving evidence .",remains,remains,18,5,1,1,7,1,1,,pl
localities,continue,continues,"localities within the borough but outside the city area continue to be disambiguated by ceremonial county , as with olney , buckinghamshire .","localities within the borough but outside the city area [MASK] to be disambiguated by ceremonial county , as with olney , buckinghamshire .",continue,continue,23,9,3,0,9,3,1,,pl
passes,include,includes,passes in the eastern section include the kreuzbergsattel and windische höhe .,passes in the eastern section [MASK] the kreuzbergsattel and windische höhe .,include,include,12,5,1,1,5,1,1,,pl
stars,include,includes,"guest stars in this episode include james franco , matt lauer , and jeffery self .","guest stars in this episode [MASK] james franco , matt lauer , and jeffery self .",include,include,16,4,2,0,5,2,1,,pl
catalysts,include,includes,"commonly used catalysts for a fischer esterification include sulfuric acid , tosic acid , and lewis acids such as scandium ( iii ) triflate .","commonly used catalysts for a fischer esterification [MASK] sulfuric acid , tosic acid , and lewis acids such as scandium ( iii ) triflate .",include,include,25,5,1,1,7,1,1,,pl
references,seem,seems,"the references to the adamites , and to a utopia of a new social order , seem to presage the radical social movements of the coming commonwealth era , the levellers and diggers and others .","the references to the adamites , and to a utopia of a new social order , [MASK] to presage the radical social movements of the coming commonwealth era , the levellers and diggers and others .",seem,seems,36,15,3,0,16,2,2,,pl
